Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
13.08,79.67,3,2,Иногда,7.87,76.94,3,Да,2,Средний,4,Частная,Отрицательное,Умеренная,Нет,Среднее специальное,0.1,Женский,100.0
20.03,73.3,3,2,Иногда,8.2,82.73,3,Да,2,Средний,3,Частная,Нейтральное,Высокая,Нет,Среднее,2.38,Женский,100.0
12.12,56.28,1,4,Нет,9.2,75.98,3,Да,0,Средний,3,Частная,Отрицательное,Умеренная,Нет,Среднее,1.94,Мужской,93.79
19.18,84.72,3,5,Иногда,8.04,53.97,4,Да,0,Низкий,3,Частная,Отрицательное,Низкая,Нет,Среднее специальное,2.07,Женский,100.0
9.35,100.0,2,1,Нет,6.9,64.67,3,Да,1,Низкий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,0.94,Женский,100.0
17.65,100.0,3,4,Нет,6.96,83.07,3,Да,3,Средний,4,Частная,Положительное,Высокая,Нет,Среднее,0.47,Мужской,100.0
22.21,80.43,5,3,Нет,7.79,77.0,1,Да,4,Средний,3,Обычная,Положительное,Низкая,Нет,Среднее специальное,2.55,Женский,100.0
5.0,78.98,3,3,Часто,5.95,89.17,4,Да,2,Высокий,4,Частная,Нейтральное,Умеренная,Нет,Среднее специальное,3.33,Мужской,100.0
11.02,89.69,4,5,Нет,7.33,79.84,2,Да,2,Средний,4,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,0.3,Женский,100.0
17.89,75.02,2,3,Нет,8.82,63.4,2,Да,2,Средний,4,Обычная,Отрицательное,Высокая,Нет,Высшее,1.33,Мужской,100.0
13.98,88.02,3,3,Редко,4.87,65.45,3,Да,0,Низкий,3,Частная,Нейтральное,Низкая,Нет,Высшее,0.57,Женский,98.1
16.86,92.66,5,1,Часто,9.34,76.24,2,Да,0,Низкий,5,Обычная,Отрицательное,Высокая,Нет,Среднее специальное,0.37,Женский,100.0
11.98,97.27,2,2,Редко,8.85,47.23,4,Да,0,Средний,4,Обычная,Положительное,Умеренная,Нет,Высшее,2.65,Мужской,100.0
15.43,84.0,1,3,Редко,6.95,95.0,3,Да,0,Низкий,4,Частная,Отрицательное,Умеренная,Нет,Среднее,1.54,Мужской,100.0
14.22,82.96,3,1,Нет,8.15,80.3,3,Да,1,Средний,3,Обычная,Положительное,Высокая,Нет,Среднее,0.49,Мужской,100.0
20.84,76.22,1,4,Редко,7.5,89.72,4,Нет,2,Средний,3,Обычная,Нейтральное,Высокая,Нет,Среднее,0.74,Женский,100.0
16.27,76.73,4,3,Иногда,8.98,56.03,2,Да,3,Средний,2,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,6.8,Мужской,100.0
16.69,82.74,5,4,Иногда,8.68,89.93,2,Да,6,Высокий,3,Обычная,Отрицательное,Низкая,Нет,Среднее специальное,3.78,Женский,100.0
12.94,88.67,3,2,Редко,5.82,95.0,5,Да,3,Средний,2,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,4.24,Женский,100.0
12.56,94.14,2,3,Редко,8.2,59.15,3,Да,2,Низкий,3,Частная,Положительное,Умеренная,Нет,Среднее,1.23,Женский,100.0
12.84,76.97,3,4,Нет,7.25,84.26,3,Да,2,Высокий,4,Обычная,Положительное,Умеренная,Нет,Среднее,1.96,Мужской,100.0
16.97,99.93,4,5,Редко,7.6,75.01,1,Да,0,Высокий,3,Частная,Нейтральное,Умеренная,Нет,Высшее,0.95,Мужской,100.0
12.9,82.29,1,2,Нет,6.63,56.47,3,Да,1,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Высшее,0.16,Мужской,87.68
16.45,84.79,3,5,Иногда,9.6,80.91,4,Да,2,Низкий,4,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,1.03,Женский,100.0
25.38,77.53,3,4,Часто,8.75,85.0,4,Да,1,Низкий,2,Частная,Положительное,Умеренная,Нет,Среднее специальное,1.8,Женский,100.0
19.36,60.76,3,4,Часто,6.61,67.79,4,Да,1,Низкий,4,Обычная,Положительное,Низкая,Нет,Среднее специальное,0.68,Женский,100.0
13.37,93.84,2,4,Часто,5.9,88.99,2,Да,0,Высокий,2,Обычная,Нейтральное,Умеренная,Нет,Среднее,3.77,Мужской,100.0
21.01,92.37,4,2,Иногда,7.04,55.0,3,Да,0,Средний,1,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,0.33,Женский,100.0
12.96,82.19,1,2,Иногда,8.02,57.06,5,Да,3,Средний,2,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,0.91,Мужской,100.0
5.0,85.67,2,4,Редко,7.79,76.64,5,Да,1,Высокий,4,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,0.27,Мужской,100.0
9.96,90.16,4,3,Иногда,9.0,75.3,2,Да,1,Средний,3,Обычная,Отрицательное,Умеренная,Нет,Среднее,1.04,Женский,100.0
5.65,69.37,4,5,Редко,8.45,66.4,3,Да,4,Средний,4,Обычная,Нейтральное,Низкая,Нет,Высшее,0.1,Мужской,100.0
13.24,79.71,1,3,Редко,8.66,84.72,2,Да,3,Высокий,3,Обычная,Положительное,Умеренная,Нет,Высшее,0.64,Женский,100.0
15.09,92.94,2,2,Иногда,7.89,81.37,1,Да,2,Высокий,1,Частная,Нейтральное,Умеренная,Нет,Среднее,1.02,Женский,100.0
23.38,72.46,2,4,Редко,5.83,85.3,3,Да,5,Высокий,4,Частная,Отрицательное,Умеренная,Нет,Среднее специальное,1.3,Женский,100.0
16.63,87.94,2,3,Редко,7.27,73.52,2,Нет,2,Средний,2,Обычная,Положительное,Низкая,Да,Высшее,1.57,Мужской,86.53
13.9,71.43,2,4,Часто,8.77,82.23,4,Да,1,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.64,Мужской,100.0
19.15,89.66,1,4,Нет,7.44,69.65,4,Да,4,Низкий,2,Обычная,Нейтральное,Высокая,Нет,Среднее специальное,1.48,Мужской,100.0
5.0,84.64,3,5,Редко,8.1,95.0,2,Да,4,Средний,3,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,1.42,Мужской,100.0
16.18,68.85,4,4,Часто,7.12,65.25,1,Да,4,Высокий,4,Частная,Нейтральное,Высокая,Нет,Среднее специальное,0.76,Женский,100.0
18.85,96.65,3,4,Иногда,6.26,95.0,5,Да,3,Низкий,5,Частная,Нейтральное,Умеренная,Нет,Высшее,3.55,Женский,100.0
7.61,77.65,3,4,Иногда,7.35,75.42,2,Да,1,Средний,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,1.58,Мужской,98.32
20.72,76.9,1,5,Редко,7.87,58.49,4,Да,3,Средний,4,Частная,Положительное,Низкая,Нет,Среднее,0.81,Женский,100.0
16.69,87.01,5,3,Редко,6.71,91.42,3,Да,0,Низкий,2,Обычная,Нейтральное,Низкая,Нет,Среднее,5.89,Женский,100.0
12.92,96.49,4,1,Часто,7.22,76.51,4,Да,0,Средний,4,Обычная,Положительное,Высокая,Нет,Среднее,3.73,Мужской,100.0
18.16,74.84,4,3,Иногда,6.37,85.21,3,Да,4,Низкий,4,Частная,Отрицательное,Умеренная,Нет,Среднее специальное,8.1,Мужской,100.0
26.35,85.62,4,3,Иногда,8.84,89.69,1,Да,5,Средний,2,Частная,Положительное,Низкая,Нет,Высшее,2.36,Мужской,100.0
15.91,89.29,5,4,Нет,7.15,79.06,2,Да,2,Низкий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.95,Женский,100.0
16.24,91.93,3,4,Нет,9.24,67.89,2,Да,1,Высокий,2,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,0.66,Женский,100.0
12.7,86.76,2,4,Часто,9.33,86.71,3,Нет,1,Низкий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,2.18,Женский,100.0
10.75,81.33,3,1,Редко,7.4,75.01,4,Да,1,Низкий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,7.91,Мужской,100.0
19.15,76.72,4,4,Иногда,6.29,83.23,3,Да,3,Низкий,4,Обычная,Отрицательное,Высокая,Нет,Среднее специальное,1.97,Женский,100.0
10.72,85.86,4,3,Нет,5.0,49.16,1,Да,0,Высокий,5,Частная,Положительное,Умеренная,Нет,Среднее специальное,4.27,Мужской,98.8
15.36,74.28,3,4,Иногда,5.73,80.36,4,Да,2,Средний,1,Частная,Отрицательное,Низкая,Нет,Среднее специальное,0.8,Женский,100.0
12.61,55.79,1,4,Часто,5.85,67.34,4,Да,0,Средний,3,Обычная,Отрицательное,Умеренная,Нет,Среднее,1.04,Женский,100.0
17.39,89.37,3,3,Иногда,9.15,94.84,5,Да,2,Средний,3,Частная,Нейтральное,Умеренная,Нет,Среднее специальное,4.73,Мужской,100.0
16.67,94.04,5,2,Нет,7.64,82.48,4,Да,0,Средний,5,Частная,Положительное,Умеренная,Да,Высшее,2.83,Женский,100.0
20.19,61.37,3,2,Иногда,7.97,77.88,3,Да,5,Низкий,3,Обычная,Отрицательное,Высокая,Нет,Среднее специальное,7.97,Женский,100.0
12.45,74.9,3,5,Иногда,4.84,80.84,4,Да,2,Средний,3,Обычная,Положительное,Умеренная,Нет,Среднее,2.98,Женский,100.0
13.65,91.19,2,5,Редко,6.06,63.02,5,Да,2,Низкий,3,Частная,Положительное,Низкая,Нет,Среднее специальное,1.19,Мужской,100.0
10.11,100.0,3,4,Часто,8.56,94.48,5,Да,7,Высокий,3,Обычная,Нейтральное,Высокая,Нет,Среднее,1.51,Мужской,100.0
12.78,85.21,4,2,Иногда,7.84,95.0,3,Да,1,Средний,2,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,4.62,Женский,100.0
16.89,77.72,3,3,Часто,7.32,79.71,2,Да,3,Средний,3,Частная,Положительное,Низкая,Нет,Среднее,1.6,Женский,100.0
18.78,83.17,4,4,Иногда,8.18,94.08,3,Да,0,Низкий,2,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.59,Мужской,100.0
10.39,98.75,3,4,Нет,9.46,68.17,4,Да,1,Средний,3,Частная,Нейтральное,Высокая,Нет,Среднее специальное,1.14,Женский,100.0
19.35,78.54,3,2,Редко,7.23,65.43,4,Да,2,Низкий,3,Обычная,Положительное,Умеренная,Нет,Среднее,1.45,Мужской,100.0
21.78,77.01,2,1,Редко,7.58,75.49,4,Да,1,Низкий,3,Частная,Положительное,Низкая,Да,Среднее специальное,0.2,Женский,100.0
17.07,80.17,4,4,Часто,7.73,80.22,1,Да,2,Низкий,2,Обычная,Положительное,Умеренная,Нет,Среднее,2.72,Мужской,100.0
24.38,75.47,3,3,Иногда,10.0,70.27,4,Да,0,Средний,5,Частная,Нейтральное,Умеренная,Нет,Среднее,0.23,Мужской,100.0
11.13,86.23,3,3,Иногда,4.98,81.45,5,Да,1,Средний,4,Обычная,Нейтральное,Умеренная,Да,Высшее,1.04,Женский,100.0
8.78,100.0,3,1,Редко,8.32,78.68,3,Да,0,Средний,2,Обычная,Нейтральное,Низкая,Нет,Высшее,3.27,Мужской,98.09
6.11,88.23,5,4,Нет,7.36,63.02,4,Да,4,Низкий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,1.26,Женский,100.0
22.48,82.48,1,5,Иногда,8.18,81.23,3,Да,2,Средний,4,Обычная,Нейтральное,Высокая,Нет,Среднее специальное,3.69,Женский,100.0
18.27,82.08,4,5,Редко,6.71,85.36,5,Да,1,Средний,2,Частная,Нейтральное,Умеренная,Нет,Среднее,0.84,Мужской,100.0
14.72,69.37,2,4,Редко,7.44,77.06,5,Да,0,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,6.32,Мужской,97.28
16.4,93.83,3,4,Иногда,8.35,88.83,4,Да,8,Низкий,3,Частная,Положительное,Высокая,Нет,Среднее специальное,0.47,Женский,100.0
9.37,84.22,1,2,Нет,10.0,60.39,4,Да,1,Высокий,5,Обычная,Положительное,Умеренная,Да,Среднее,0.1,Мужской,100.0
27.23,83.2,3,4,Редко,8.47,80.62,5,Да,3,Высокий,4,Частная,Положительное,Высокая,Нет,Высшее,4.12,Женский,100.0
15.65,100.0,3,3,Редко,6.48,60.96,3,Да,2,Высокий,3,Обычная,Отрицательное,Низкая,Да,Среднее,2.79,Женский,97.58
15.55,87.99,1,4,Нет,6.99,61.63,3,Да,1,Высокий,3,Обычная,Отрицательное,Низкая,Да,Среднее,0.53,Женский,89.74
18.63,77.48,3,3,Часто,6.96,67.43,4,Да,1,Низкий,5,Обычная,Положительное,Умеренная,Нет,Высшее,8.37,Женский,100.0
17.41,80.74,5,3,Редко,5.35,63.7,2,Да,4,Низкий,5,Частная,Нейтральное,Умеренная,Нет,Среднее специальное,1.4,Мужской,100.0
16.12,96.48,2,2,Нет,7.1,68.42,3,Да,1,Средний,5,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,6.03,Женский,100.0
11.05,86.13,4,3,Редко,8.38,72.43,5,Да,1,Средний,2,Обычная,Отрицательное,Умеренная,Нет,Среднее специальное,1.41,Женский,100.0
17.36,70.62,3,2,Иногда,5.97,85.05,4,Нет,2,Высокий,2,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,1.28,Мужской,100.0
24.41,94.19,3,2,Редко,8.76,71.15,3,Да,2,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,1.19,Женский,100.0
21.73,78.32,2,5,Иногда,8.09,55.97,2,Да,0,Средний,3,Обычная,Положительное,Умеренная,Нет,Среднее,0.82,Женский,100.0
22.97,100.0,2,3,Нет,6.62,88.68,3,Да,2,Низкий,1,Обычная,Положительное,Умеренная,Нет,Среднее специальное,1.53,Мужской,100.0
12.44,95.8,2,4,Нет,7.33,64.95,3,Да,1,Высокий,2,Частная,Нейтральное,Умеренная,Нет,Среднее специальное,1.2,Мужской,100.0
10.05,80.53,1,5,Редко,9.42,74.3,2,Да,3,Высокий,4,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,0.1,Женский,100.0
14.37,97.81,2,5,Часто,8.38,80.36,4,Да,1,Низкий,4,Обычная,Положительное,Умеренная,Нет,Высшее,0.6,Мужской,100.0
15.28,85.68,3,4,Часто,7.51,77.4,3,Да,2,Высокий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.48,Мужской,100.0
20.47,93.53,4,5,Нет,7.21,88.13,3,Да,6,Низкий,4,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,4.04,Мужской,100.0
6.54,89.85,4,3,Иногда,7.59,80.75,3,Да,3,Низкий,3,Обычная,Положительное,Низкая,Нет,Среднее,1.83,Мужской,100.0
22.65,76.54,3,3,Часто,6.89,64.66,5,Да,0,Средний,4,Обычная,Положительное,Умеренная,Нет,Среднее специальное,2.89,Мужской,100.0
14.21,78.56,2,3,Редко,4.97,95.0,3,Да,2,Средний,3,Обычная,Положительное,Высокая,Нет,Среднее специальное,6.29,Женский,100.0
12.87,95.3,2,4,Часто,9.95,77.33,1,Да,4,Низкий,2,Обычная,Нейтральное,Умеренная,Да,Высшее,2.07,Мужской,93.69
9.94,81.65,3,4,Нет,7.69,73.23,1,Да,0,Средний,3,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,8.1,Женский,91.43
6.73,80.96,2,3,Часто,7.98,86.57,4,Да,3,Высокий,3,Обычная,Положительное,Высокая,Да,Высшее,0.75,Мужской,100.0
19.12,75.45,3,2,Иногда,7.43,77.99,4,Да,2,Средний,3,Частная,Отрицательное,Низкая,Нет,Высшее,0.41,Мужской,100.0
15.37,89.24,3,4,Часто,6.62,79.79,3,Да,3,Средний,2,Частная,Положительное,Низкая,Нет,Высшее,1.03,Мужской,100.0
8.55,100.0,3,2,Иногда,7.28,95.0,3,Да,2,Низкий,5,Частная,Отрицательное,Умеренная,Нет,Среднее специальное,1.27,Мужской,100.0
8.52,74.32,3,4,Редко,5.58,71.7,1,Да,3,Низкий,3,Обычная,Положительное,Умеренная,Да,Высшее,4.51,Мужской,92.94
13.32,85.24,4,4,Часто,10.0,71.19,4,Да,1,Низкий,2,Обычная,Нейтральное,Низкая,Нет,Среднее,1.64,Женский,100.0
23.35,99.12,4,4,Редко,6.02,76.4,4,Да,3,Низкий,3,Обычная,Отрицательное,Умеренная,Нет,Среднее,0.69,Женский,100.0
13.7,84.2,3,4,Редко,6.26,87.86,2,Да,1,Низкий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,2.71,Мужской,100.0
7.48,89.52,5,5,Иногда,6.97,56.92,2,Да,5,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Высшее,1.41,Мужской,100.0
13.77,74.38,5,3,Иногда,9.05,51.41,2,Да,0,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,0.35,Мужской,95.86
13.64,89.28,3,4,Часто,7.52,67.95,2,Нет,6,Средний,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,1.72,Женский,100.0
5.0,83.13,3,4,Редко,6.02,55.39,4,Да,3,Высокий,4,Частная,Положительное,Умеренная,Нет,Среднее специальное,4.85,Женский,100.0
14.73,94.86,3,2,Иногда,9.01,69.9,2,Да,2,Низкий,4,Частная,Нейтральное,Низкая,Нет,Среднее специальное,3.7,Мужской,100.0
13.85,96.87,5,1,Иногда,8.38,81.03,3,Да,3,Средний,1,Частная,Нейтральное,Низкая,Нет,Среднее,1.77,Мужской,100.0
18.48,100.0,4,3,Нет,8.15,64.31,2,Да,1,Низкий,3,Частная,Отрицательное,Умеренная,Да,Высшее,0.95,Женский,100.0
24.24,90.8,2,3,Редко,8.36,57.88,5,Да,3,Средний,4,Частная,Положительное,Высокая,Нет,Высшее,0.18,Мужской,100.0
20.63,88.26,3,4,Редко,10.0,75.83,5,Да,1,Низкий,1,Обычная,Отрицательное,Умеренная,Нет,Высшее,1.27,Женский,100.0
13.66,86.94,3,5,Редко,10.0,85.35,2,Да,2,Высокий,3,Частная,Нейтральное,Умеренная,Нет,Среднее,2.79,Мужской,100.0
9.47,81.47,3,2,Часто,6.68,54.66,3,Нет,2,Средний,5,Частная,Положительное,Низкая,Нет,Среднее,0.89,Женский,97.89
27.87,88.38,2,2,Иногда,9.45,84.84,2,Да,1,Средний,3,Частная,Нейтральное,Умеренная,Нет,Среднее,0.54,Женский,100.0
15.3,82.05,4,5,Иногда,7.96,84.81,3,Да,2,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Среднее,5.36,Женский,100.0
15.07,86.68,3,2,Часто,8.1,86.45,1,Нет,2,Средний,5,Обычная,Нейтральное,Умеренная,Нет,Среднее,3.45,Женский,100.0
14.88,98.18,4,3,Редко,5.47,89.62,4,Да,2,Средний,2,Обычная,Положительное,Умеренная,Нет,Высшее,2.03,Мужской,100.0
15.99,74.93,4,4,Часто,7.3,95.0,4,Нет,5,Низкий,2,Частная,Нейтральное,Высокая,Нет,Среднее,0.29,Женский,100.0
14.28,96.4,4,4,Редко,6.52,70.73,5,Нет,1,Средний,4,Обычная,Положительное,Умеренная,Нет,Высшее,0.31,Мужской,100.0
12.13,98.17,3,2,Часто,8.49,76.31,2,Да,0,Высокий,4,Частная,Положительное,Высокая,Нет,Высшее,0.22,Женский,100.0
12.27,83.82,3,2,Нет,8.79,70.0,5,Да,4,Средний,3,Частная,Нейтральное,Низкая,Нет,Среднее,1.92,Женский,100.0
14.84,63.78,2,2,Часто,5.01,75.02,4,Да,4,Высокий,3,Обычная,Положительное,Низкая,Нет,Высшее,0.25,Мужской,100.0
12.28,78.92,3,4,Редко,7.47,93.39,2,Да,3,Высокий,4,Обычная,Нейтральное,Высокая,Нет,Высшее,3.7,Мужской,100.0
11.44,97.97,2,4,Редко,8.85,58.86,3,Нет,4,Высокий,4,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,9.91,Женский,100.0
15.53,84.77,3,3,Иногда,7.28,64.67,2,Да,2,Средний,3,Обычная,Нейтральное,Высокая,Нет,Среднее,0.91,Женский,100.0
13.73,75.01,2,4,Редко,8.37,91.53,3,Да,0,Средний,1,Обычная,Положительное,Низкая,Нет,Среднее специальное,1.21,Женский,100.0
22.52,79.95,2,5,Иногда,7.92,87.24,3,Да,0,Средний,3,Частная,Нейтральное,Умеренная,Нет,Среднее,2.49,Мужской,100.0
5.0,93.41,2,1,Редко,7.91,70.64,4,Да,3,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,5.53,Мужской,99.38
20.46,90.47,1,3,Иногда,7.17,85.25,3,Да,4,Высокий,4,Частная,Нейтральное,Низкая,Нет,Среднее,4.49,Мужской,100.0
21.23,82.61,4,4,Редко,6.04,79.09,5,Да,2,Низкий,5,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,0.12,Женский,100.0
5.0,81.33,4,3,Нет,6.15,93.0,2,Да,0,Средний,4,Частная,Отрицательное,Умеренная,Да,Среднее,0.37,Женский,85.76
13.29,81.08,3,3,Редко,8.35,75.89,5,Да,0,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Среднее,2.81,Женский,100.0
13.14,75.78,2,4,Редко,7.52,87.31,2,Нет,1,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,2.34,Женский,100.0
7.96,100.0,1,5,Нет,7.33,95.0,4,Да,1,Низкий,4,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,0.29,Женский,100.0
11.11,81.78,1,5,Редко,6.99,82.18,3,Да,2,Средний,4,Частная,Нейтральное,Низкая,Нет,Среднее специальное,1.39,Женский,100.0
9.45,97.17,2,4,Редко,7.13,75.59,2,Да,0,Низкий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,3.04,Женский,100.0
23.76,100.0,4,4,Нет,8.76,83.67,5,Да,0,Средний,2,Обычная,Положительное,Низкая,Нет,Высшее,0.49,Женский,100.0
19.68,94.98,2,3,Иногда,7.1,70.62,3,Да,1,Средний,5,Обычная,Положительное,Низкая,Нет,Среднее специальное,4.1,Мужской,100.0
21.36,80.68,3,4,Часто,5.89,95.0,4,Нет,2,Низкий,3,Обычная,Нейтральное,Высокая,Нет,Среднее,0.11,Женский,100.0
18.61,89.04,2,3,Нет,8.39,77.16,4,Да,1,Низкий,3,Обычная,Отрицательное,Умеренная,Нет,Среднее специальное,3.05,Мужской,100.0
9.35,84.76,2,2,Иногда,7.25,71.72,3,Да,4,Средний,4,Частная,Положительное,Умеренная,Нет,Среднее специальное,1.91,Мужской,100.0
12.38,75.96,3,4,Иногда,7.54,64.97,3,Да,2,Средний,4,Обычная,Положительное,Умеренная,Нет,Среднее,0.76,Женский,100.0
17.45,88.24,3,4,Редко,9.43,88.17,4,Да,3,Высокий,3,Частная,Нейтральное,Высокая,Нет,Среднее специальное,2.55,Женский,100.0
8.89,73.21,2,3,Иногда,7.48,85.41,1,Да,2,Высокий,4,Частная,Отрицательное,Низкая,Нет,Высшее,3.05,Женский,100.0
18.56,96.88,1,5,Редко,7.85,69.03,4,Да,3,Высокий,3,Обычная,Отрицательное,Умеренная,Нет,Высшее,5.43,Мужской,100.0
13.8,80.35,3,1,Иногда,6.09,81.92,5,Да,0,Средний,2,Обычная,Отрицательное,Умеренная,Нет,Среднее,0.92,Женский,100.0
13.13,87.01,2,3,Нет,7.24,56.9,1,Да,4,Высокий,3,Частная,Отрицательное,Умеренная,Нет,Высшее,2.32,Женский,100.0
18.55,87.83,2,2,Иногда,8.23,77.22,2,Да,2,Высокий,4,Частная,Положительное,Умеренная,Нет,Среднее,1.85,Мужской,100.0
17.22,82.41,5,4,Иногда,5.63,80.43,4,Да,2,Высокий,5,Обычная,Нейтральное,Высокая,Нет,Высшее,1.49,Женский,100.0
13.2,90.87,3,4,Нет,7.74,95.0,3,Да,1,Низкий,4,Частная,Нейтральное,Высокая,Нет,Среднее,4.42,Мужской,100.0
20.8,80.25,3,3,Редко,7.62,65.75,3,Да,2,Высокий,5,Обычная,Положительное,Низкая,Нет,Среднее специальное,0.1,Мужской,100.0
9.59,93.71,3,4,Часто,7.55,59.66,2,Нет,1,Средний,2,Обычная,Положительное,Низкая,Нет,Среднее специальное,0.66,Женский,100.0
18.08,71.54,3,3,Редко,8.74,64.25,4,Да,1,Средний,2,Обычная,Положительное,Высокая,Нет,Среднее,1.55,Мужской,100.0
17.97,86.26,3,4,Иногда,7.9,58.96,2,Да,0,Низкий,3,Частная,Положительное,Умеренная,Нет,Высшее,0.39,Мужской,100.0
13.45,100.0,3,3,Часто,9.27,91.04,3,Нет,3,Средний,3,Частная,Нейтральное,Низкая,Нет,Среднее специальное,4.77,Мужской,100.0
16.63,75.0,4,3,Иногда,6.31,93.58,4,Да,5,Низкий,4,Обычная,Положительное,Умеренная,Нет,Среднее,2.09,Мужской,100.0
8.74,78.22,2,5,Иногда,7.66,78.84,3,Да,2,Низкий,4,Обычная,Положительное,Низкая,Да,Среднее специальное,1.3,Мужской,100.0
19.62,90.14,3,3,Иногда,7.6,89.66,3,Да,1,Низкий,5,Частная,Отрицательное,Низкая,Нет,Среднее специальное,3.37,Мужской,100.0
14.08,86.8,3,2,Часто,6.22,76.61,5,Да,0,Высокий,3,Частная,Нейтральное,Высокая,Нет,Среднее,1.2,Мужской,100.0
12.39,88.51,4,4,Редко,8.65,73.86,4,Да,1,Низкий,3,Частная,Нейтральное,Низкая,Нет,Высшее,1.64,Мужской,100.0
20.25,89.89,3,5,Редко,10.0,71.0,5,Да,2,Средний,3,Обычная,Положительное,Низкая,Нет,Высшее,0.1,Мужской,100.0
11.48,91.35,3,3,Редко,7.48,71.28,3,Да,0,Низкий,3,Обычная,Нейтральное,Низкая,Да,Среднее,0.91,Мужской,96.55
7.96,96.1,2,2,Часто,8.11,56.43,4,Да,2,Средний,3,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,0.3,Женский,100.0
7.22,89.1,3,3,Иногда,7.6,78.17,1,Нет,1,Низкий,3,Обычная,Отрицательное,Низкая,Да,Среднее,2.34,Женский,77.42
18.03,82.59,2,4,Нет,6.64,74.52,2,Да,1,Низкий,3,Обычная,Нейтральное,Умеренная,Нет,Высшее,1.3,Мужской,100.0
8.6,91.73,3,2,Часто,5.32,83.94,2,Да,5,Средний,3,Обычная,Отрицательное,Умеренная,Нет,Высшее,0.72,Женский,100.0
23.77,100.0,2,4,Редко,6.65,76.12,3,Да,0,Средний,1,Частная,Нейтральное,Высокая,Нет,Среднее,1.26,Женский,100.0
5.0,83.67,3,5,Нет,5.83,73.05,5,Да,2,Низкий,3,Частная,Положительное,Низкая,Нет,Высшее,0.47,Женский,100.0
23.48,75.25,2,3,Иногда,9.54,64.55,3,Да,0,Низкий,3,Частная,Нейтральное,Высокая,Нет,Среднее специальное,5.18,Мужской,100.0
16.06,96.07,3,3,Редко,7.36,75.87,4,Нет,0,Низкий,1,Обычная,Нейтральное,Низкая,Нет,Среднее,0.11,Женский,98.37
14.52,83.8,4,3,Часто,7.08,83.86,4,Да,0,Высокий,3,Обычная,Нейтральное,Умеренная,Нет,Высшее,4.01,Мужской,100.0
12.28,63.27,2,2,Редко,8.57,61.28,4,Да,3,Средний,3,Обычная,Отрицательное,Умеренная,Нет,Среднее специальное,1.43,Мужской,100.0
17.0,93.47,3,5,Часто,6.15,76.05,3,Да,4,Средний,3,Частная,Нейтральное,Низкая,Нет,Среднее специальное,1.93,Мужской,100.0
14.81,79.65,3,3,Иногда,6.58,77.8,4,Да,4,Низкий,2,Частная,Отрицательное,Умеренная,Нет,Среднее специальное,0.72,Мужской,100.0
20.52,84.09,1,3,Нет,7.58,66.38,3,Да,1,Средний,3,Частная,Нейтральное,Низкая,Нет,Среднее,6.8,Женский,100.0
